ID,TestName,Status,Type,US_ID,TC_ID,Artifact,ExecutionTime
193,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_102539.png",2025-09-25 10:25:39
194,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_102539.png",2025-09-25 10:25:39
195,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_102539.png",2025-09-25 10:25:39
196,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_102540.png",2025-09-25 10:25:40
197,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_102540.png",2025-09-25 10:25:40
198,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_102540.png",2025-09-25 10:25:40
199,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_102541.png",2025-09-25 10:25:41
200,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_102548.png",2025-09-25 10:25:48
201,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_103522.png",2025-09-25 10:35:23
202,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_103523.png",2025-09-25 10:35:23
203,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_103523.png",2025-09-25 10:35:23
204,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_103522.png",2025-09-25 10:35:23
205,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_103523.png",2025-09-25 10:35:23
206,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_103523.png",2025-09-25 10:35:23
207,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_103524.png",2025-09-25 10:35:24
208,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_103524.png",2025-09-25 10:35:24
209,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_103524.png",2025-09-25 10:35:24
210,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_103528.png",2025-09-25 10:35:28
211,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_103531.json",2025-09-25 10:35:31
212,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_103532.json",2025-09-25 10:35:32
213,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_103532.json",2025-09-25 10:35:32
214,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_103532.json",2025-09-25 10:35:32
215,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_103532.json",2025-09-25 10:35:32
216,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_103532.json",2025-09-25 10:35:32
217,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_103532.json",2025-09-25 10:35:32
218,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_103532.json",2025-09-25 10:35:32
219,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_103532.json",2025-09-25 10:35:32
220,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_103532.json",2025-09-25 10:35:32
221,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_103606.png",2025-09-25 10:36:07
222,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_103606.png",2025-09-25 10:36:07
223,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_103608.png",2025-09-25 10:36:08
224,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_103608.png",2025-09-25 10:36:08
225,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_103609.png",2025-09-25 10:36:09
226,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_103609.png",2025-09-25 10:36:09
227,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_103609.png",2025-09-25 10:36:09
228,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_103609.png",2025-09-25 10:36:09
229,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_103610.png",2025-09-25 10:36:10
230,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_103611.png",2025-09-25 10:36:11
231,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_103613.json",2025-09-25 10:36:13
232,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_103614.json",2025-09-25 10:36:14
233,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_103614.json",2025-09-25 10:36:14
234,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_103614.json",2025-09-25 10:36:14
235,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_103614.json",2025-09-25 10:36:14
236,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_103614.json",2025-09-25 10:36:14
237,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_103614.json",2025-09-25 10:36:14
238,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_103614.json",2025-09-25 10:36:14
239,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_103614.json",2025-09-25 10:36:14
240,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_103614.json",2025-09-25 10:36:14
241,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_103731.json",2025-09-25 10:37:33
242,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_103734.json",2025-09-25 10:37:34
243,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_103734.json",2025-09-25 10:37:34
244,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_103734.json",2025-09-25 10:37:34
245,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_103734.json",2025-09-25 10:37:34
246,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_103734.json",2025-09-25 10:37:34
247,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_103734.json",2025-09-25 10:37:34
248,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_103734.json",2025-09-25 10:37:34
249,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_103734.json",2025-09-25 10:37:34
250,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_103734.json",2025-09-25 10:37:34
251,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_103734.png",2025-09-25 10:37:34
252,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_103735.png",2025-09-25 10:37:35
253,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_103736.png",2025-09-25 10:37:36
254,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_103736.png",2025-09-25 10:37:36
255,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_103737.png",2025-09-25 10:37:37
256,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_103737.png",2025-09-25 10:37:37
257,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_103737.png",2025-09-25 10:37:37
258,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_103737.png",2025-09-25 10:37:37
259,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_103737.png",2025-09-25 10:37:37
260,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_103738.png",2025-09-25 10:37:38
261,testCreatePost,FAIL,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_183549.json",2025-09-25 18:35:51
262,testGetSingleUser,FAIL,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_183549.json",2025-09-25 18:35:51
263,testGetAllPosts,FAIL,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_183549.json",2025-09-25 18:35:51
264,testCreateComment,FAIL,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_183549.json",2025-09-25 18:35:51
265,testGetCommentsForPost,FAIL,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_183549.json",2025-09-25 18:35:51
266,testUpdatePost,FAIL,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_183549.json",2025-09-25 18:35:51
267,testDeletePost,FAIL,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_183549.json",2025-09-25 18:35:51
268,testGetSinglePost,FAIL,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_183549.json",2025-09-25 18:35:51
269,testPatchPost,FAIL,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_183549.json",2025-09-25 18:35:51
270,testGetAllUsers,FAIL,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_183549.json",2025-09-25 18:35:51
271,testFlightSelectionPage,FAIL,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_183612.png",2025-09-25 18:36:12
272,testFlightSearchNavigation,FAIL,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_183612.png",2025-09-25 18:36:12
273,testPurchasePageContainsForm,FAIL,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_183612.png",2025-09-25 18:36:12
274,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"",2025-09-25 18:36:47
275,testPurchaseFlight,FAIL,UI,US107,Purchase Flight,"",2025-09-25 18:36:48
276,testNavigateToHomePage,FAIL,UI,US109,Navigate to Home Page,"",2025-09-25 18:36:49
277,testHomePageContainsDepartureAndDestination,FAIL,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-25 18:36:50
278,testSelectFirstFlight,FAIL,UI,US104,Select First Flight from Flights Page,"",2025-09-25 18:36:51
279,testHomePageTitle,FAIL,UI,US101,Verify Home Page Title,"",2025-09-25 18:36:52
280,testFillPurchaseForm,FAIL,UI,US106,Fill Purchase Form,"",2025-09-25 18:36:52
281,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_183847.json",2025-09-25 18:38:47
282,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_183847.json",2025-09-25 18:38:47
283,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_183847.json",2025-09-25 18:38:47
284,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_183847.json",2025-09-25 18:38:47
285,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_183847.json",2025-09-25 18:38:47
286,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_183847.json",2025-09-25 18:38:47
287,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_183847.json",2025-09-25 18:38:47
288,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_183847.json",2025-09-25 18:38:47
289,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_183847.json",2025-09-25 18:38:47
290,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_183848.json",2025-09-25 18:38:48
291,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_183955.json",2025-09-25 18:39:56
292,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_183956.json",2025-09-25 18:39:56
293,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_183956.json",2025-09-25 18:39:56
294,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_183956.json",2025-09-25 18:39:56
295,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_183956.json",2025-09-25 18:39:56
296,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_183956.json",2025-09-25 18:39:56
297,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_183956.json",2025-09-25 18:39:56
298,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_183956.json",2025-09-25 18:39:56
299,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_183956.json",2025-09-25 18:39:56
300,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_183956.json",2025-09-25 18:39:56
301,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_184133.png",2025-09-25 18:41:34
302,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_184133.png",2025-09-25 18:41:34
303,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_184134.png",2025-09-25 18:41:34
304,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_184134.png",2025-09-25 18:41:35
305,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_184133.png",2025-09-25 18:41:34
306,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_184134.png",2025-09-25 18:41:34
307,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_184135.png",2025-09-25 18:41:35
308,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_184135.png",2025-09-25 18:41:35
309,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_184137.png",2025-09-25 18:41:37
310,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_184137.png",2025-09-25 18:41:37
311,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_184140.json",2025-09-25 18:41:40
312,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_184141.json",2025-09-25 18:41:41
313,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_184141.json",2025-09-25 18:41:41
